immoveable|(1, [137950])
incapable|(8, [6479, 8847, 38721, 176834, 193948, 316569, 358985, 360099])
suspicious|(8, [985, 27280, 61264, 66672, 68660, 114991, 232925, 283408])
prepared|(13, [11967, 49676, 63704, 63748, 63911, 111868, 148552, 215242, 235831, 254736, 256954, 313486, 318365])
insupportable|(1, [209436])
remodelled|(1, [116224])
eloquent|(2, [76923, 253451])
mountainous|(6, [35263, 75588, 77744, 78432, 99821, 101807])
flatu|(1, [332415])
leisurely|(1, [314399])
rent|(1, [233867])
inadmissible|(1, [359037])
orchestra|(1, [248375])
ungoverned|(1, [79503])
pendulous|(2, [132465, 357668])
panoramic|(2, [153001, 154032])
empirical|(1, [102762])
emphatic|(1, [125644])
earth|(1, [159905])
crimson-tinted|(1, [135503])
learned|(3, [87117, 290066, 359598])
jeopardized|(1, [83147])
pure|(23, [72443, 103436, 129035, 151880, 152270, 152441, 253221, 296050, 343696, 344118, 344293, 345587, 346012, 350261, 350556, 350801, 351097, 351621, 351663, 351685, 351763, 352902, 356206])
unwholesome|(1, [238658])
tempora|(2, [279843, 279919])
rigid|(21, [51011, 53858, 76935, 110269, 111753, 122112, 134297, 137710, 146230, 147486, 160726, 179084, 250700, 250950, 253664, 274630, 285244, 285995, 307617, 313604, 338144])
fortune|(1, [76099])
tenable|(1, [131530])
nineteenth|(3, [17429, 35407, 212894])
interested|(14, [28003, 39019, 43388, 83757, 90185, 117929, 121750, 159404, 163411, 165298, 165572, 175758, 266683, 331016])
ninety-fourth|(1, [360586])
thrown|(9, [29113, 58759, 70949, 145351, 165743, 194982, 201249, 346374, 347174])
unreal|(3, [143262, 171125, 282765])
quick|(18, [23528, 41805, 42145, 45325, 78573, 95747, 99262, 111780, 132984, 137629, 140043, 168892, 169647, 225990, 241334, 330143, 345344, 352633])
madam|(1, [312164])
useless|(15, [17665, 78354, 92040, 109329, 184443, 193269, 202964, 203726, 204364, 208431, 208744, 216145, 242277, 260826, 327785])
convinced|(5, [75768, 83473, 105372, 260429, 333640])
unconnected|(3, [143075, 209077, 344611])
redoubtable|(1, [272039])
illuminated|(1, [16490])
dim|(8, [4918, 133435, 133810, 163418, 252871, 253847, 360651, 361314])
mighty|(3, [15271, 94133, 121527])
fifty-six|(1, [222160])
meaningless|(2, [138094, 163901])
sixty-eighth|(1, [95458])
temporary|(7, [29770, 107275, 116547, 120128, 144159, 160509, 195141])
sheer|(1, [179357])
grave|(1, [145734])
hearty|(3, [9864, 49482, 313838])
wid|(1, [25669])
chronic|(2, [249980, 264198])
multiple|(1, [60652])
everlasting|(1, [123042])
tremendous|(19, [77978, 194924, 200730, 200838, 202182, 202773, 203360, 203422, 219033, 234995, 236969, 242208, 295556, 295801, 296237, 296636, 328332, 334405, 334935])
fringed|(1, [81272])
contemporary|(1, [62851])
undulated|(1, [155071])
analytic|(4, [38778, 38824, 39469, 354882])
west|(3, [157984, 159439, 223665])
captive|(1, [243304])
blank|(4, [32902, 89326, 138695, 158312])
square-looking|(1, [91462])
sie|(1, [51477])
springy|(1, [132553])
smoky|(1, [155134])
clangorous|(1, [122296])
all-fervid|(1, [360380])
pour|(1, [43536])
psychal|(2, [148008, 257301])
pretty|(5, [75762, 158827, 279008, 332699, 335598])
ascertain|(1, [193354])
near|(15, [18761, 74064, 91385, 105773, 125635, 158846, 163812, 182475, 191910, 214989, 223254, 227255, 265284, 289295, 296387])
never-to-be-forgotten|(1, [165846])
unoriginal|(1, [310542])
undistinguishable|(1, [361070])
limestone|(1, [229145])
ill-regulated|(1, [2511])
perpendicular|(7, [16205, 58774, 92972, 233375, 234725, 235376, 239890])
tardy|(2, [53691, 68657])
direful|(2, [293308, 358005])
mile|(3, [29976, 99288, 225731])
robe-de-chambre|(1, [323585])
lettered|(2, [87885, 87912])
pinioned|(1, [290545])
hazy|(1, [222254])
pompous|(4, [36212, 272597, 302590, 320192])
ascent|(2, [74373, 158333])
pronounced|(1, [104946])
crude|(1, [102832])
dispirited|(2, [23092, 82114])
excess|(3, [24986, 150993, 342894])
well-meant|(1, [23821])
grim|(5, [118118, 147015, 149166, 247955, 268781])
high-minded|(1, [339420])
fowls|(1, [230034])
drunken|(5, [4575, 128472, 268587, 269011, 314754])
consecrated|(1, [36027])
feeble|(49, [2684, 43724, 55288, 79105, 96428, 108349, 112781, 114545, 117274, 117728, 122454, 128173, 128579, 142446, 147434, 147992, 160290, 161412, 164392, 167644, 178447, 181038, 183554, 201412, 201892, 203839, 204840, 210171, 213130, 213302, 217769, 245957, 245989, 247398, 248644, 248726, 249949, 250897, 251676, 255784, 258936, 260769, 286236, 291965, 296095, 297101, 328505, 333720, 358313])
fragrant|(1, [173470])
neat|(4, [285506, 295366, 311902, 313043])
impertinent|(3, [166690, 306966, 310547])
fatal|(16, [8708, 65335, 69193, 69573, 70387, 114689, 124255, 130688, 130809, 170530, 170605, 257636, 267209, 271899, 307780, 335203])
trap-door|(2, [42649, 181485])
re-examined|(1, [62451])
gothic|(1, [303879])
ivy|(1, [157531])
stxp|(1, [281510])
celebrated|(9, [18517, 259254, 259802, 265273, 266595, 295795, 296231, 296630, 298697])
current|(32, [20775, 31439, 74886, 75798, 75852, 78642, 80215, 80703, 80800, 95956, 95964, 96733, 97823, 119182, 133733, 162686, 201178, 223413, 225164, 225722, 225787, 226934, 226956, 228548, 243193, 243684, 249607, 284135, 316677, 318149, 319024, 329575])
lacerated|(1, [203858])
forehead|(1, [183823])
unpleasant|(6, [23420, 23436, 50239, 75377, 108551, 243782])
portentous|(2, [267958, 284229])
lie-to|(1, [198821])
sur|(1, [20098])
hoary|(2, [11603, 79932])
sombre|(2, [117128, 153414])
card-rack|(1, [89238])
arabesque|(4, [125388, 137523, 154114, 249472])
pocket-handkerchief|(5, [55952, 62209, 65084, 66503, 66812])
reeling|(1, [268611])
ungrateful|(3, [21900, 43873, 292415])
nubian|(1, [95530])
queer|(1, [319124])
shrouded|(3, [147405, 244347, 250599])
inquiring|(1, [285842])
dazzled|(1, [292498])
flattered|(1, [309060])
grotesque|(4, [35078, 39169, 127868, 249246])
sphere|(1, [8069])
maple|(1, [346420])
extreme|(55, [1246, 4514, 7410, 15359, 20407, 25692, 28230, 62356, 63627, 65689, 73302, 77626, 77914, 78081, 80345, 108783, 109212, 112840, 113433, 120549, 121994, 139785, 146663, 148866, 165816, 168984, 171029, 184438, 193187, 210825, 211958, 216432, 223562, 227700, 240005, 241735, 243779, 251572, 262722, 263806, 265642, 269637, 280802, 282996, 285019, 294483, 296564, 305369, 309281, 329184, 331145, 331323, 331363, 356776, 357580])
elastic|(4, [60750, 94347, 133182, 232109])
wretched|(2, [293519, 314182])
huge|(71, [250, 569, 1265, 14236, 15360, 17346, 20258, 23829, 25290, 25480, 25782, 49521, 78703, 79072, 79655, 90979, 93860, 99526, 121188, 122619, 123260, 127672, 133741, 135201, 135430, 140677, 141014, 161269, 163501, 173804, 177475, 178019, 182665, 182896, 194343, 203068, 204177, 207761, 216729, 226109, 237371, 241103, 241233, 243391, 245844, 249207, 249273, 251898, 255654, 267672, 267949, 268273, 268870, 269099, 269328, 269401, 269765, 270129, 271763, 275425, 275465, 275772, 276601, 276609, 283652, 302748, 305374, 306212, 316193, 322156, 356074])
scurvy|(3, [231443, 231460, 238666])
vain|(1, [83246])
piled|(1, [127730])
four-footed|(1, [37188])
forgotten|(2, [119922, 292590])
tempest|(1, [75502])
superabundant|(1, [281235])
twenty|(18, [21529, 65330, 78250, 94614, 156754, 156978, 207482, 221144, 223369, 225153, 232595, 233692, 239115, 239504, 239921, 265171, 310852, 334752])
continuous|(18, [31472, 115672, 148655, 149705, 154472, 224686, 235422, 255889, 275058, 291340, 303328, 304073, 316061, 341178, 341620, 344459, 354029, 357401])
responsible|(2, [127521, 330627])
civil|(4, [159377, 318767, 336494, 336533])
related|(1, [93978])
affected|(1, [209127])
pedestrian|(1, [155043])
delightful|(2, [176118, 339317])
unholy|(1, [136810])
energetic|(13, [25096, 88146, 117799, 134314, 150833, 161729, 247970, 250936, 256772, 283052, 284045, 342746, 360092])
supererogatory|(1, [166217])
sullen|(6, [78166, 117037, 117776, 140026, 207857, 244135])
magical|(2, [133336, 247525])
pigeon-winged|(1, [276851])
populous|(6, [37458, 39435, 53520, 77115, 152931, 303858])
indecisive|(1, [229996])
undergone|(2, [153678, 188980])
phrensied|(1, [96027])
perish|(2, [183973, 234320])
dreadful|(18, [34812, 67804, 91242, 94870, 96525, 100800, 121903, 168570, 169019, 184488, 205598, 211787, 217089, 218647, 235056, 235551, 256925, 335867])
cavern|(1, [127400])
frenzied|(1, [141954])
goodly|(4, [415, 207589, 270937, 303215])
untiring|(1, [329012])
sealing|(1, [213673])
ushered|(1, [117229])
casual|(13, [2745, 22828, 33329, 38596, 80253, 82404, 103104, 131107, 141002, 190091, 219910, 272669, 285087])
superficial|(3, [2577, 7685, 43657])
alarmed|(2, [206716, 217893])
tranquil|(2, [110634, 188969])
unwavering|(2, [201506, 351924])
unborn|(1, [163439])
sake|(1, [188144])
voluble|(1, [310822])
destitute|(1, [161853])
shallow|(9, [70045, 85649, 145342, 220561, 229811, 232120, 232225, 232277, 232300])
odious|(7, [65844, 90508, 114016, 280478, 296483, 317981, 321332])
tight-fitting|(2, [126933, 276570])
honorable|(3, [17888, 63936, 309545])
grecian|(1, [323911])
nibble|(1, [37412])
ugly|(1, [178998])
well-tunéd|(1, [119323])
incendiary|(1, [282606])
reprehensible|(2, [562, 202535])
sole|(50, [11793, 28419, 31365, 32828, 38178, 38967, 40765, 45422, 60027, 67792, 69373, 69557, 71749, 75479, 77790, 107808, 107913, 108173, 114311, 114556, 116665, 118287, 134023, 150412, 150482, 154079, 164980, 165284, 172213, 173359, 220730, 235954, 249162, 252406, 255251, 257034, 257038, 260266, 267346, 276081, 279426, 296372, 299072, 303661, 304679, 316680, 319350, 342335, 354086, 357952])
fraught|(1, [178355])
rid|(20, [3823, 17200, 70157, 93465, 99573, 114392, 130923, 147719, 167958, 169598, 170218, 198296, 202039, 202735, 298089, 298381, 306138, 327743, 332910, 339526])
spiritual|(13, [121375, 131570, 138326, 152400, 159258, 170171, 175064, 201557, 246943, 341286, 344249, 354017, 360747])
tabular|(1, [33096])
evident|(74, [246, 6605, 6809, 9321, 10296, 11102, 11274, 12331, 13174, 13209, 13858, 14607, 16250, 16850, 21240, 32922, 34704, 37613, 46902, 52602, 58670, 59046, 60043, 68058, 68120, 80782, 105320, 111454, 112860, 113935, 135370, 139240, 145311, 149498, 155303, 155373, 155614, 176695, 184407, 199937, 201308, 206362, 209602, 213327, 227848, 232895, 235165, 235308, 235914, 243667, 243793, 250890, 253334, 260245, 261245, 269631, 277016, 283316, 291053, 294386, 295966, 296957, 305212, 307354, 311382, 314250, 321222, 321544, 326479, 337225, 341414, 350449, 359920, 360574])
unconscious|(7, [79910, 122380, 142570, 177034, 235704, 283383, 358059])
providential|(1, [18997])
tough|(2, [238142, 242723])
undeceive|(1, [356730])
nooks|(1, [65815])
obvious|(40, [12446, 13146, 32454, 38119, 48488, 58033, 59904, 63192, 65435, 65992, 67972, 70414, 71064, 84440, 87927, 143058, 146451, 152468, 153120, 178047, 194960, 203623, 245875, 300488, 302319, 302736, 317334, 320036, 324827, 329636, 337337, 343413, 344320, 350745, 350873, 351688, 351720, 352932, 355660, 357842])
reluctant|(2, [167020, 316345])
prophetic|(1, [179495])
hog-ian|(1, [319370])
virgin|(1, [255179])
lunar|(2, [7838, 19102])
decisive|(8, [53436, 78115, 88053, 103582, 165155, 165904, 322078, 344577])
continual|(15, [626, 52780, 111546, 136374, 146984, 162091, 182511, 215916, 217652, 243086, 245757, 249308, 249606, 277433, 303310])
awry|(1, [297843])
raven-black|(1, [101892])
copper-colored|(1, [98197])
et|(1, [161175])
nostrils|(1, [58654])
vulnerable|(1, [162385])
frothing|(1, [98897])
double-winded|(1, [333024])
bliss|(1, [262664])
despairing|(1, [126595])
drum|(1, [290197])
definitive|(1, [146427])
fortunate|(10, [191878, 192206, 200379, 208534, 208956, 217556, 259677, 278099, 337386, 346074])
brawling|(1, [229934])
thorough-bred|(1, [268550])
ill-used|(1, [112535])
bosky|(1, [154966])
verified|(1, [318620])
constructiveness|(1, [310346])
handspike|(1, [198261])
rocky|(6, [154307, 156247, 157689, 221660, 226306, 233283])
beset|(1, [65860])
ostentatious|(1, [286856])
lithe|(1, [132559])
sustained|(1, [43808])
pontifical|(1, [282675])
hey-diddle|(1, [92149])
bundle|(1, [311153])
thorough|(15, [41190, 62203, 71846, 83598, 84802, 85984, 87437, 130645, 146912, 158861, 181236, 222273, 228473, 254646, 298871])
feminine|(2, [88466, 335715])
tinted|(2, [124926, 354175])
third|(63, [15177, 16614, 20834, 31130, 42238, 44884, 44892, 53027, 65476, 70975, 83104, 83402, 101200, 110385, 115265, 115407, 128490, 133546, 136574, 145721, 148694, 149659, 157994, 158056, 158560, 161313, 173860, 186306, 190913, 206348, 207169, 208982, 229885, 232581, 239477, 239499, 239764, 239824, 240350, 250573, 261419, 261933, 267419, 279242, 279705, 281652, 282390, 286175, 289300, 292681, 295127, 300149, 303467, 303741, 309730, 315252, 323460, 327711, 327963, 330466, 333294, 345870, 345884])
neufchatelish|(1, [49550])
depths|(1, [298801])
lively|(1, [209552])
obsolete|(3, [33586, 79996, 80402])
hollow-backed|(1, [33857])
shifting|(1, [194616])
sauer-kraut|(2, [275432, 276209])
corrective|(1, [331726])
glanced|(1, [132413])
omni-prevalent|(2, [356058, 360161])
successive|(3, [6719, 35441, 60649])
winged|(1, [323286])
expressed|(2, [55841, 64175])
cellular|(3, [53837, 58928, 59213])
legs|(2, [229987, 349478])
neuralgic|(1, [254462])
weary|(5, [11655, 27975, 189609, 248785, 261082])
inorganic|(5, [107963, 107971, 108067, 108152, 108284])
massive-looking|(1, [249416])
baptismal|(2, [169994, 253748])
unobstructed|(3, [46049, 95277, 100424])
fainting|(1, [250226])
unheard-of|(2, [64949, 282543])
closed|(5, [43964, 85782, 124701, 246346, 251680])
momentary|(23, [151, 12577, 47532, 77848, 81733, 106837, 126411, 136505, 183601, 185752, 186525, 186915, 195912, 200763, 203885, 210324, 214735, 216297, 243828, 244223, 260282, 282988, 357787])
vibratory|(1, [111309])
resembled|(2, [14728, 144801])
productive|(2, [182176, 206612])
strong|(71, [3698, 9295, 10003, 10357, 20931, 24168, 37740, 38145, 50604, 56175, 65386, 68329, 70891, 73479, 74885, 74990, 75743, 76978, 80214, 93895, 95702, 97801, 99148, 110904, 115470, 122347, 124405, 126113, 129554, 138737, 148566, 156456, 162193, 176846, 183018, 184186, 187007, 188768, 189064, 192949, 195140, 195547, 203301, 205956, 215954, 216866, 218505, 220637, 223412, 223805, 224998, 226349, 227247, 235289, 239355, 240129, 243192, 245038, 249605, 254948, 255931, 268846, 272621, 273379, 279453, 289888, 315218, 316119, 325791, 326844, 352938])
unrelieved|(1, [78712])
-many|(1, [243201])
inconsistent|(3, [88512, 139012, 264559])
pardonable|(1, [258326])
disreputable|(1, [104767])
gracious|(4, [265557, 265582, 279836, 291004])
semi-osseous|(1, [109317])
substantial|(4, [108003, 153500, 159606, 358991])
curly|(1, [275225])
rounded|(1, [226222])
pearly|(3, [173579, 251200, 260827])
radiant|(6, [81610, 119252, 175168, 246695, 247867, 308363])
inherent|(2, [2534, 118647])
maternal|(1, [175482])
thinking|(2, [107060, 108242])
ferocious-looking|(1, [189860])
cartilaginous|(1, [109319])
fraudulent|(1, [321179])
quaint|(1, [79994])
unlimited|(6, [107520, 107747, 125879, 230905, 270968, 294747])
fierce|(13, [122848, 127840, 171354, 176843, 182808, 214144, 247542, 248066, 249658, 255486, 271924, 275414, 356697])
pointed|(5, [68651, 161110, 161850, 326305, 336288])
use-up|(1, [297516])
wicked|(3, [86018, 91902, 242231])
senseless|(1, [146486])
pitiful|(4, [147271, 147511, 147577, 280002])
unwilling|(2, [25131, 179653])
fatherly|(1, [294467])
hypocritical|(2, [169823, 242233])
courteous|(1, [159276])
traceable|(2, [249517, 354620])
justifiable|(1, [6897])
possessed|(3, [15600, 90793, 103574])
straw|(1, [181150])
fitting|(2, [8411, 298824])
prolonged|(1, [243473])
inexpressive|(1, [297047])
neatly-folded|(1, [79551])
memorial|(1, [175361])
infected|(1, [356435])
unfastened|(1, [134445])
forged|(1, [192309])
unstable|(2, [11600, 262827])
warmth|(1, [146505])
cabalistical|(2, [268001, 281533])
hundred-and-twentieth|(1, [11230])
unbonneted|(1, [284817])
ye|(1, [306644])
sweet|(36, [21522, 119302, 119376, 131447, 132858, 133958, 138123, 154948, 155111, 158520, 158581, 173908, 174881, 175137, 175419, 213973, 214101, 246114, 246356, 246624, 262515, 262612, 262836, 301922, 304230, 305636, 306718, 325263, 335505, 355244, 356106, 356883, 356997, 357069, 357499, 358035])
daring|(2, [119559, 146343])
gold|(2, [88754, 276630])
incontrovertible|(3, [152300, 199445, 344154])
degage|(1, [269654])
playful|(1, [246177])
memorable|(5, [149099, 212886, 273608, 303762, 340880])
solicit|(1, [111973])
monastic|(1, [170254])
couch|(3, [89892, 249327, 249332])
nostril|(1, [117555])
derivative|(1, [274811])
prudish|(1, [289839])
sleep|(1, [217519])
absorbing|(1, [282925])
shot|(2, [284975, 335765])
n.|(1, [313758])
summary|(1, [312984])
white|(83, [158, 1107, 13407, 21508, 23279, 34128, 56031, 65069, 66482, 80722, 91150, 95180, 95597, 101899, 110409, 110705, 113386, 113763, 113783, 114298, 115996, 118953, 122667, 124787, 126394, 127394, 132965, 137920, 138042, 153348, 156534, 157086, 159482, 159494, 159642, 164427, 172053, 172129, 173051, 173714, 174018, 182917, 185427, 187504, 200097, 200149, 200176, 207239, 207781, 219008, 219806, 226195, 227102, 227348, 227858, 235533, 237858, 239457, 243623, 243832, 243986, 244168, 244274, 244281, 245051, 245182, 245202, 245218, 245228, 245232, 248656, 267674, 269881, 276069, 276585, 276733, 284955, 297702, 303628, 308450, 313050, 333873, 357309])
unwashed|(1, [65818])
offensive|(3, [111672, 280332, 308535])
reputable|(3, [67237, 261679, 313273])
thirty-three|(1, [225185])
decided|(8, [72048, 126405, 156987, 282797, 299823, 329161, 329650, 330606])
token|(1, [317321])
luminiferous|(5, [106270, 106311, 106409, 107584, 107717])
enshrouded|(1, [122656])
egregious|(5, [538, 86978, 185952, 233476, 307358])
lily-fringed|(1, [154976])
liquid-looking|(1, [135552])
scruple|(1, [334963])
pegs|(1, [230589])
sunburnt|(1, [49507])
steep|(4, [101713, 114641, 158071, 305942])
expedient|(3, [9043, 34854, 114862])
sylph|(1, [170502])
european|(1, [105266])
actual|(28, [2601, 5985, 6151, 17070, 21101, 31315, 56838, 76486, 135245, 142199, 146393, 146440, 149017, 150114, 201713, 216993, 228089, 238642, 257574, 268904, 301004, 320842, 322933, 323502, 342049, 349151, 352212, 359069])
strapped|(1, [338600])
treacherous|(2, [139799, 235411])
forked|(1, [229773])
dogged|(3, [27389, 145316, 267689])
unguided|(2, [31603, 173392])
sweet-scented|(2, [92982, 132555])
white-apparelled|(1, [144499])
sacred|(6, [146365, 147739, 160902, 211206, 256183, 270768])
fool-hardiness|(1, [11000])
commensurate|(1, [87744])
far-off|(1, [134199])
thrust|(3, [88368, 148621, 305029])
remaining|(1, [183467])
deceased|(9, [41492, 56414, 60671, 64796, 120035, 120348, 257521, 328871, 357127])
english|(9, [44206, 136621, 151853, 222030, 265765, 272574, 287945, 302768, 343669])
